ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Bright,,,,,,,,,,,,,,,,,,,,,0,4,4,4,521.1809695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.1648352999998,521.1809695,521.1809695,521.8481845999997,5,0.6653623000001971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.4137568999997,524.4305265999999,532.1311377,532.1146591999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.8485886999999,521.8791911999999,521.8791911999999,521.8791911999999,521.8791911999999,521.8791911999999,521.8791911999999,521.8791911999999,524.1143297000001,2,1,2.2326877000000422,None,524.1147042999999,524.1427645000001,524.1427645000001,524.1427645000001,524.1427645000001,524.1427645000001,524.1427645000001,524.1427645000001,524.4137399999997,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/af00001_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,5,5,5,532.1311377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1150989999999,532.1311377,532.1311377,532.8481830999997,5,0.7142771000003449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.1639220999998,535.1804013999997,540.8805603999997,540.8644127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.8485937999997,532.8671327,532.8671327,532.8671327,532.8671327,532.8671327,532.8671327,532.8671327,534.8800733,2,1,2.00619689999985,None,534.8804195,534.8970622999998,534.8970622999998,534.8970622999998,534.8970622999998,534.8970622999998,534.8970622999998,534.8970622999998,535.1639052999997,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,6,6,6,540.8805603999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.8647988999999,540.8805603999997,540.8805603999997,541.8475790999998,5,0.9643573000003016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.9472894999997,543.9637224999999,549.6640989,549.6476034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.847947,541.8633732999999,541.8633732999999,541.8633732999999,541.8633732999999,541.8633732999999,541.8633732999999,541.8633732999999,543.6638212999999,1,1,1.7854989999996178,None,543.6641603,543.679731,543.679731,543.679731,543.679731,543.679731,543.679731,543.679731,543.9472718999998,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wf00006_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,7,7,7,549.6640989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.6479842000001,549.6640989,549.6640989,549.8476023000001,5,0.1808882000000267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.5470358,551.5637058999998,558.2641216999998,558.2473597999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8479731999998,549.8634004999997,549.8634004999997,549.8634004999997,549.8634004999997,549.8634004999997,549.8634004999997,549.8634004999997,551.2640684999999,1,1,1.3864740999997593,None,551.2644413999999,551.2799346999998,551.2799346999998,551.2799346999998,551.2799346999998,551.2799346999998,551.2799346999998,551.2799346999998,551.5470187999997,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/af00009_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,8,8,8,558.2641216999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.2477303999997,558.2641216999998,558.2641216999998,558.8476021999998,5,0.5813880999999128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.5471443999998,561.5636452000001,568.2640371999998,568.2475721999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.8480063,558.8635576999998,558.8635576999998,558.8635576999998,558.8635576999998,558.8635576999998,558.8635576999998,558.8635576999998,561.2639008999997,2,1,2.3954916000002413,None,561.264277,561.2804276999998,561.2804276999998,561.2804276999998,561.2804276999998,561.2804276999998,561.2804276999998,561.2804276999998,561.5471276999999,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Crafty,,,,,,,,,,,,,,,,,,,,,0,9,9,9,568.2640371999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.2479553999999,568.2640371999998,568.2640371999998,568.8473361999997,5,0.5812771999999313,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.5968618999998,570.6137342999998,578.3140013999998,578.2974419999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.8477052999999,568.8768196999997,568.8768196999997,568.8768196999997,568.8768196999997,568.8768196999997,568.8768196999997,568.8768196999997,570.2971427999998,2,1,1.4153957999997147,None,570.2974594999998,570.3230722000001,570.3230722000001,570.3230722000001,570.3230722000001,570.3230722000001,570.3230722000001,570.3230722000001,570.5968442999999,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Ignorant,,,,,,,,,,,,,,,,,,,,,0,10,10,10,578.3140013999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.2978163999999,578.3140013999998,578.3140013999998,578.8480695000001,5,0.5310728999997991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.3468802999998,580.3632663000001,587.0638256999998,587.0473853000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.8485386999998,578.869786,578.869786,578.869786,578.869786,578.869786,578.869786,578.869786,580.0472231000001,1,1,1.1601780000000872,None,580.0475733999999,580.0654947,580.0654947,580.0654947,580.0654947,580.0654947,580.0654947,580.0654947,580.3468642999999,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Smart,,,,,,,,,,,,,,,,,,,,,0,11,11,11,587.0638256999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0477679999997,587.0638256999998,587.0638256999998,587.8472417999999,5,0.7816336999999294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.5469879,589.5634761999997,597.2635475999998,597.2472437999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.8476168999998,587.8630802999999,587.8630802999999,587.8630802999999,587.8630802999999,587.8630802999999,587.8630802999999,587.8630802999999,589.2470759999999,2,1,1.375806499999726,None,589.2474003,589.2639585,589.2639585,589.2639585,589.2639585,589.2639585,589.2639585,589.2639585,589.5469725999999,589.5634761999997,589.5634761999997,589.5634761999997,589.5634761999997,589.5634761999997,589.5634761999997,589.5634761999997,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/af00002_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,12,12,12,597.2635475999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2476288999999,597.2635475999998,597.2635475999998,597.8473581999999,5,0.5817130999998881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.6136294999999,599.6297689,605.3304169999999,605.3140235999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.8477792000001,597.8671121999998,597.8671121999998,597.8671121999998,597.8671121999998,597.8671121999998,597.8671121999998,597.8671121999998,599.3295651000001,1,0,1.4593095999998695,None,599.3299341999998,599.3465930999998,599.3465930999998,599.3465930999998,599.3465930999998,599.3465930999998,599.3465930999998,599.3465930999998,599.6136116999999,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/am00011_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,13,13,13,605.3304169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.3144068999998,605.3304169999999,605.3304169999999,605.8473717999998,5,0.5151157000000239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.7467534,608.7632468999998,614.4637201999997,614.4472746999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8479360999997,605.8629550999997,605.8629550999997,605.8629550999997,605.8629550999997,605.8629550999997,605.8629550999997,605.8629550999997,608.4636119999998,2,1,2.5999203000001216,None,608.4639559999998,608.4789528999997,608.4789528999997,608.4789528999997,608.4789528999997,608.4789528999997,608.4789528999997,608.4789528999997,608.7467359999998,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Gullible,,,,,,,,,,,,,,,,,,,,,0,14,14,14,614.4637201999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.4476595999997,614.4637201999997,614.4637201999997,614.8471647999997,5,0.3817505000001802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.4465471999999,617.4632718999999,623.1638399000001,623.1477318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.8475351,614.8760239999999,614.8760239999999,614.8760239999999,614.8760239999999,614.8760239999999,614.8760239999999,614.8760239999999,617.1635700999998,1,1,2.2761184999999386,None,617.1639107999997,617.1897711999998,617.1897711999998,617.1897711999998,617.1897711999998,617.1897711999998,617.1897711999998,617.1897711999998,617.4465312,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Mindless,,,,,,,,,,,,,,,,,,,,,0,15,15,15,623.1638399000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.1482420999998,623.1638399000001,623.1638399000001,623.8471242999997,5,0.6811944999999469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.4965980999998,625.5130874999998,632.2137409,632.1971547999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.8475473999999,623.8684232999997,623.8684232999997,623.8684232999997,623.8684232999997,623.8684232999997,623.8684232999997,623.8684232999997,625.1971587999999,1,1,1.3275776999998925,None,625.1975801000001,625.2188543999998,625.2188543999998,625.2188543999998,625.2188543999998,625.2188543999998,625.2188543999998,625.2188543999998,625.4965827999997,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Foolish,,,,,,,,,,,,,,,,,,,,,0,16,16,16,632.2137409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.1975941999997,632.2137409,632.2137409,632.8474770999999,5,0.631801799999721,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.8465939,634.8635963999998,641.5634220999998,641.5471422999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.8478935999999,632.8675287999997,632.8675287999997,632.8675287999997,632.8675287999997,632.8675287999997,632.8675287999997,632.8675287999997,634.5467477999998,1,1,1.6704546999999366,None,634.5470656999998,634.563836,634.563836,634.563836,634.563836,634.563836,634.563836,634.563836,634.8465768999997,634.8635963999998,634.8635963999998,634.8635963999998,634.8635963999998,634.8635963999998,634.8635963999998,634.8635963999998,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Clever,,,,,,,,,,,,,,,,,,,,,0,17,17,17,641.5634220999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.5475326999997,641.5634220999998,641.5634220999998,642.8474475,5,1.2822063000003254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.5965408999998,645.6127549999999,652.3137940999998,652.2974302999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8478904000001,642.8630250999997,642.8630250999997,642.8630250999997,642.8630250999997,642.8630250999997,642.8630250999997,642.8630250999997,645.2967662999997,2,1,2.432915899999898,None,645.2971099999997,645.315523,645.315523,645.315523,645.315523,645.315523,645.315523,645.315523,645.5965243999997,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,18,18,18,652.3137940999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.2979235999999,652.3137940999998,652.3137940999998,652.8472128000001,5,0.5312427999997453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8129935,654.8294739999999,662.5304917000001,662.5137576999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.8476835999998,652.8683936999998,652.8683936999998,652.8683936999998,652.8683936999998,652.8683936999998,652.8683936999998,652.8683936999998,654.5294186999997,1,0,1.6603651000000355,None,654.5298565999999,654.5484446999997,654.5484446999997,654.5484446999997,654.5484446999997,654.5484446999997,654.5484446999997,654.5484446999997,654.8129772,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,19,19,19,662.5304917000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.5142447000001,662.5304917000001,662.5304917000001,662.8474337999999,5,0.3148747000000185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.3966994,665.4130735000001,672.113024,672.0964739999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.8479030999999,662.8653861,662.8653861,662.8653861,662.8653861,662.8653861,662.8653861,662.8653861,665.113149,1,1,2.246340599999712,None,665.1135201999998,665.1289482999998,665.1289482999998,665.1289482999998,665.1289482999998,665.1289482999998,665.1289482999998,665.1289482999998,665.3966794,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wm00012_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,20,20,20,672.113024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0968261999999,672.113024,672.113024,672.8472605,5,0.7323459999997795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.9463963999999,678.9629204999999,684.6632911999998,684.6468612000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.8476807,672.8634440999997,672.8634440999997,672.8634440999997,672.8634440999997,672.8634440999997,672.8634440999997,672.8634440999997,678.6465298999999,1,1,5.777846299999965,None,678.6468520999999,678.6625376,678.6625376,678.6625376,678.6625376,678.6625376,678.6625376,678.6625376,678.9463819,678.9629204999999,678.9629204999999,678.9629204999999,678.9629204999999,678.9629204999999,678.9629204999999,678.9629204999999,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,21,21,21,684.6632911999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.6472459999998,684.6632911999998,684.6632911999998,684.8458591000001,5,0.18153550000033647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.8463303000001,686.8628312999997,692.5628758999999,692.5460588999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.8460669999997,684.8624076999997,684.8624076999997,684.8624076999997,684.8624076999997,684.8624076999997,684.8624076999997,684.8624076999997,686.562709,1,1,1.6884404000002178,None,686.5630104999998,686.5785159,686.5785159,686.5785159,686.5785159,686.5785159,686.5785159,686.5785159,686.8463122,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
