ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Stupidity,Intelligence,Genius,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,139.73334849999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.71737389999998,139.73334849999992,139.73334849999992,139.85028789999978,5,0.11026540000011664,None,,,,,,,,,,,,,,,,,,,,,141.14997019999987,141.16626599999995,,142.1505795999999,,,,,,,,,,,,139.85065539999982,139.8668843999999,139.8668843999999,139.8668843999999,139.8668843999999,140.84999759999982,1,1,0.973415599999953,None,140.85036079999986,140.86659259999988,140.86659259999988,140.86659259999988,140.86659259999988,141.14995639999984,141.16626599999995,141.16626599999995,141.16626599999995,141.16626599999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,Stupidity,Intelligence,Smart,right,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,142.16712819999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.15102669999987,142.16712819999998,142.16712819999998,142.4840221999998,5,0.31572719999985566,None,,,,,,,,,,,,,,,,,,,,,143.85000089999994,143.86616999999978,,144.85028679999982,,,,,,,,,,,,142.48444359999985,142.5001299999999,142.5001299999999,142.5001299999999,142.5001299999999,143.56538539999997,1,1,1.0615668999998888,None,143.5656497,143.58252909999987,143.58252909999987,143.58252909999987,143.58252909999987,143.84998539999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,Stupidity,Intelligence,Slow,left,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,144.86682469999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.8506680999999,144.86682469999982,144.86682469999982,145.8508801999999,5,0.9761376999999811,None,,,,,,,,,,,,,,,,,,,,,147.76672529999996,147.78313759999992,,148.76688099999978,,,,,,,,,,,,145.8513532999998,145.86696989999996,145.86696989999996,145.86696989999996,145.86696989999996,147.4826238999999,2,1,1.6114141000000473,None,147.48299899999984,147.49986539999986,147.49986539999986,147.49986539999986,147.49986539999986,147.766709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,Stupidity,Intelligence,Moronic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,148.7833263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.76721929999985,148.7833263,148.7833263,152.85091779999993,5,4.0598772999999255,None,,,,,,,,,,,,,,,,,,,,,154.75009439999985,154.76611799999978,,155.75016259999984,,,,,,,,,,,,152.85141739999995,152.8667512999998,152.8667512999998,152.8667512999998,152.8667512999998,154.45017989999997,2,1,1.567076500000212,None,154.4505446999999,154.4664218999999,154.4664218999999,154.4664218999999,154.4664218999999,154.75007959999994,154.76611799999978,154.76611799999978,154.76611799999978,154.76611799999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,Stupidity,Intelligence,Crafty,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,155.7667618999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7505276999998,155.7667618999999,155.7667618999999,155.8505432999998,5,0.07683849999989434,None,,,,,,,,,,,,,,,,,,,,,158.25005309999983,158.26654729999996,,159.2501467999998,,,,,,,,,,,,155.85094359999994,155.86688889999982,155.86688889999982,155.86688889999982,155.86688889999982,157.95045649999997,1,1,2.071145500000057,None,157.9509364999999,157.96618849999982,157.96618849999982,157.96618849999982,157.96618849999982,158.25003879999986,158.26654729999996,158.26654729999996,158.26654729999996,158.26654729999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,Stupidity,Intelligence,Ignorant,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,159.2664573999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.25050979999992,159.2664573999998,159.2664573999998,159.85113869999986,5,0.5771703999998863,None,,,,,,,,,,,,,,,,,,,,,161.0500884999999,161.06623839999997,,162.05033999999978,,,,,,,,,,,,159.85170119999998,159.86690999999996,159.86690999999996,159.86690999999996,159.86690999999996,160.7497649999998,2,1,0.8772036000000298,None,160.75002629999994,160.76627519999988,160.76627519999988,160.76627519999988,160.76627519999988,161.05007209999985,161.06623839999997,161.06623839999997,161.06623839999997,161.06623839999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.05043839999985,162.0831768999999,162.0831768999999,162.0831768999999,162.0831768999999,162.0831768999999,162.0831768999999,162.0831768999999,162.0831768999999,162.9831213,1,0.8846777000001111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,163.00205939999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.99992969999994,163.00205939999978,163.00205939999978,163.85072699999978,5,0.8413364000000456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8514768,163.87501739999993,163.87501739999993,163.87501739999993,163.87501739999993,163.87501739999993,163.87501739999993,163.87501739999993,165.88246099999992,1,1,2.0038545999998405,None,165.8830218999999,165.90150929999982,165.90150929999982,165.90150929999982,165.90150929999982,165.90150929999982,165.90150929999982,165.90150929999982,166.16669219999994,166.16671189999988,166.1830493,172.88334669999995,172.86696899999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Crafty,7.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,172.88334669999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.86734839999986,172.88334669999995,172.88334669999995,173.85008599999992,5,0.9597440999998526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.8504512999998,173.8791847,173.8791847,173.8791847,173.8791847,173.8791847,173.8791847,173.8791847,175.36662219999994,1,1,1.486050299999988,None,175.36695259999988,175.39326729999993,175.39326729999993,175.39326729999993,175.39326729999993,175.39326729999993,175.39326729999993,175.39326729999993,175.64987789999986,175.64989509999987,175.66636429999994,183.36646999999994,183.34985319999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Mindless,5.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,183.36646999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.35022249999997,183.36646999999994,183.36646999999994,183.8504145999998,5,0.47641250000015134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.85083179999992,183.87150899999983,183.87150899999983,183.87150899999983,183.87150899999983,183.87150899999983,183.87150899999983,183.87150899999983,185.76652939999985,2,1,1.8894195999998828,None,185.7668716999999,185.7844955999999,185.7844955999999,185.7844955999999,185.7844955999999,185.7844955999999,185.7844955999999,185.7844955999999,186.04950669999994,186.04952119999984,186.0661336999999,191.76610189999997,191.7508691999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Ignorant,8.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,191.76610189999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.75150089999988,191.76610189999997,191.76610189999997,191.8500959999999,5,0.0769833000001654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.85047229999986,191.86947079999982,191.86947079999982,191.86947079999982,191.86947079999982,191.86947079999982,191.86947079999982,191.86947079999982,192.63202069999988,2,1,0.7560697000001255,None,192.63235399999985,192.6493099999998,192.6493099999998,192.6493099999998,192.6493099999998,192.6493099999998,192.6493099999998,192.6493099999998,192.9159576999998,192.9159732999999,192.93270689999986,201.63319899999988,201.61637729999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,201.63319899999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.61675609999998,201.63319899999988,201.63319899999988,201.8511802999999,5,0.21103279999988445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.8517890999999,201.8756057999999,201.8756057999999,201.8756057999999,201.8756057999999,201.8756057999999,201.8756057999999,201.8756057999999,203.8660923,1,1,1.984343799999806,None,203.8663529999999,203.88164979999988,203.88164979999988,203.88164979999988,203.88164979999988,203.88164979999988,203.88164979999988,203.88164979999988,204.1492116999998,204.14922699999988,204.16600249999988,210.86657899999977,210.8505713999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Slow,6.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,210.86657899999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.85108679999985,210.86657899999977,210.86657899999977,212.51721519999978,5,1.6333581999999751,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.51772229999983,212.55328659999986,212.55328659999986,212.55328659999986,212.55328659999986,212.55328659999986,212.55328659999986,212.55328659999986,213.84959839999988,2,1,1.2849492000000282,None,213.84991569999988,213.87576549999994,213.87576549999994,213.87576549999994,213.87576549999994,213.87576549999994,213.87576549999994,213.87576549999994,214.1326747999999,214.1326889999998,214.1491997999999,220.8490350999998,220.83247529999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,220.8490350999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.83270419999985,220.8490350999998,220.8490350999998,222.51693539999997,5,1.6658465999998953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.51743639999995,222.5384257999999,222.5384257999999,222.5384257999999,222.5384257999999,222.5384257999999,222.5384257999999,222.5384257999999,224.41621369999984,1,0,1.8664739000000736,None,224.4165243,224.43283299999985,224.43283299999985,224.43283299999985,224.43283299999985,224.43283299999985,224.43283299999985,224.43283299999985,224.71585179999988,224.71586479999996,224.73258999999985,230.43208349999986,230.41622699999994,224.73258999999985,224.73258999999985,224.73258999999985,224.73258999999985,224.73258999999985,224.73258999999985,224.73258999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,230.43208349999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.41663099999982,230.43208349999986,230.43208349999986,230.84991119999995,5,0.4110276999999769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.85029739999982,230.86586909999983,230.86586909999983,230.86586909999983,230.86586909999983,230.86586909999983,230.86586909999983,230.86586909999983,232.53238349999992,1,1,1.6633332000001246,None,232.5328388999999,232.54974979999997,232.54974979999997,232.54974979999997,232.54974979999997,232.54974979999997,232.54974979999997,232.54974979999997,232.8158656999999,232.81587999999988,232.83237839999993,240.5322104999998,240.5159279999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00002_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,240.5322104999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.51619199999982,240.5322104999998,240.5322104999998,240.84986319999985,5,0.3118518999999651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.85023179999985,240.86547259999998,240.86547259999998,240.86547259999998,240.86547259999998,240.86547259999998,240.86547259999998,240.86547259999998,243.04905359999998,1,0,2.1807213000001866,None,243.04936609999982,243.06581089999986,243.06581089999986,243.06581089999986,243.06581089999986,243.06581089999986,243.06581089999986,243.06581089999986,243.34918169999992,243.3491942999999,243.36571449999997,250.06617629999982,250.04971109999997,243.36571449999997,243.36571449999997,243.36571449999997,243.36571449999997,243.36571449999997,243.36571449999997,243.36571449999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Bright,5.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,250.06617629999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0500912,250.06617629999982,250.06617629999982,252.8497319999999,5,2.7786559999999554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.85015709999993,252.88322629999993,252.88322629999993,252.88322629999993,252.88322629999993,252.88322629999993,252.88322629999993,252.88322629999993,254.69854039999996,1,1,1.807149900000013,None,254.6988875999998,254.7236340999998,254.7236340999998,254.7236340999998,254.7236340999998,254.7236340999998,254.7236340999998,254.7236340999998,254.98218749999978,254.98220199999992,254.99887299999978,260.6994023,260.6825666999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Wise,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,260.6994023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.6828816,260.6994023,260.6994023,260.84981219999986,5,0.14443920000007893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.8502378999999,260.8704971999998,260.8704971999998,260.8704971999998,260.8704971999998,260.8704971999998,260.8704971999998,260.8704971999998,262.5318473,1,1,1.6594771000000037,None,262.53220569999985,262.54834749999986,262.54834749999986,262.54834749999986,262.54834749999986,262.54834749999986,262.54834749999986,262.54834749999986,262.81574639999985,262.8157617999998,262.8322797999999,268.5329663,268.51657309999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Moronic,5.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,268.5329663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.51706149999995,268.5329663,268.5329663,272.8490215999998,5,4.311533199999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.8492308,272.8655735,272.8655735,272.8655735,272.8655735,272.8655735,272.8655735,272.8655735,273.86574729999984,2,1,0.9918663000000834,None,273.8660865999998,273.8836967,273.8836967,273.8836967,273.8836967,273.8836967,273.8836967,273.8836967,274.1490434,274.1490584999999,274.1653560999998,279.8651275999998,279.8487295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW009_Run2,RBDCW009_Run2,2024-04-15_11h36.58.391,IAT_test,2023.2.2,60.0319730288377,2024-04-15 11h37.02.787308 -0400,
