ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,image_left_ji_2.stopped,image_right_ji_2.stopped,image_center_ji_fb.stopped,feedback_image_2.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,feedback_18.stopped,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Moronic,5.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,209.8185158999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.80226210004184,209.8185158999986,209.8185158999986,210.552159200015,5,0.7242377999937162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.55254970001988,210.57241459999932,210.57241459999932,210.57241459999932,210.57241459999932,210.57241459999932,210.57241459999932,210.57241459999932,212.25140830001328,2,1,1.6766946999705397,0.0008434000192210078,212.25172770000063,212.26830110000446,212.26830110000446,212.26830110000446,212.26830110000446,212.26830110000446,212.26830110000446,212.26830110000446,212.5515675000497,212.55158060003305,212.56787860003533,218.2683965000324,218.2520018000505,212.56787860003533,212.56787860003533,212.56787860003533,212.56787860003533,212.56787860003533,212.56787860003533,212.56787860003533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,218.2683965000324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2523671000381,218.2683965000324,218.2683965000324,218.55225180002162,5,0.2745394000085071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.55265840003267,218.5717187000555,218.5717187000555,218.5717187000555,218.5717187000555,218.5717187000555,218.5717187000555,218.5717187000555,219.418436500011,2,1,0.8423415999859571,0.0007901000208221376,219.41878180002095,219.4351756000542,219.4351756000542,219.4351756000542,219.4351756000542,219.4351756000542,219.4351756000542,219.4351756000542,219.71814570005517,219.71815870003775,219.73463180003455,227.43509060004726,227.41861330001848,219.73463180003455,219.73463180003455,219.73463180003455,219.73463180003455,219.73463180003455,219.73463180003455,219.73463180003455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Dumb,6.7,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,227.43509060004726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.41899070004,227.43509060004726,227.43509060004726,227.55199060001178,5,0.10755980003159493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5523635999998,227.58269030001247,227.58269030001247,227.58269030001247,227.58269030001247,227.58269030001247,227.58269030001247,227.58269030001247,228.18396440002834,2,1,0.5946589999948628,0.00016140000661835074,228.18429840001045,228.20852300000843,228.20852300000843,228.20852300000843,228.20852300000843,228.20852300000843,228.20852300000843,228.20852300000843,228.4681679000496,228.46818409999833,228.4844720000401,235.18500530003803,235.16845740005374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00001_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,235.18500530003803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.16881650005234,235.18500530003803,235.18500530003803,235.5528053000453,5,0.3580671999952756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.55337430001236,235.57551410002634,235.57551410002634,235.57551410002634,235.57551410002634,235.57551410002634,235.57551410002634,235.57551410002634,236.15131080005085,2,1,0.5671563000069,0.0010982999810948968,236.151630700042,236.1844626000384,236.1844626000384,236.1844626000384,236.1844626000384,236.1844626000384,236.1844626000384,236.1844626000384,236.4513090000255,236.45132460002787,236.46762900002068,242.1682950000395,242.15180040005362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Gullible,6.7,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,242.1682950000395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.15216400002828,242.1682950000395,242.1682950000395,242.55269880004926,5,0.37484559998847544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.55327570001828,242.5863134000101,242.5863134000101,242.5863134000101,242.5863134000101,242.5863134000101,242.5863134000101,242.5863134000101,243.23461740004132,2,1,0.6460867999703623,0.00011389999417588115,243.23491350002587,243.2587232000078,243.2587232000078,243.2587232000078,243.2587232000078,243.2587232000078,243.2587232000078,243.2587232000078,243.51803390000714,243.5180498000118,243.53456680005183,250.23461710003903,250.21844100003364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Idiotic,7.7,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,250.23461710003903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.21880990004865,250.23461710003903,250.23461710003903,250.5511427000165,5,0.30837240000255406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.55137390003074,250.56782730005216,250.56782730005216,250.56782730005216,250.56782730005216,250.56782730005216,250.56782730005216,250.56782730005216,251.10144210001454,2,1,0.5260507999919355,0.000989199965260923,251.10174450004706,251.1177205000422,251.1177205000422,251.1177205000422,251.1177205000422,251.1177205000422,251.1177205000422,251.1177205000422,251.4013505000039,251.40136480005458,251.41754490003223,259.118801900011,259.1027309000492,251.41754490003223,251.41754490003223,251.41754490003223,251.41754490003223,251.41754490003223,251.41754490003223,251.41754490003223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,259.118801900011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.10334600001806,259.118801900011,259.118801900011,259.55219710001256,5,0.4246273000026122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5526664000354,259.574153100024,259.574153100024,259.574153100024,259.574153100024,259.574153100024,259.574153100024,259.574153100024,260.21815270005027,1,1,0.6303936000331305,0.0009582999628037214,260.21867610001937,260.2339701000019,260.2339701000019,260.2339701000019,260.2339701000019,260.2339701000019,260.2339701000019,260.2339701000019,260.5012424000306,260.50125780003145,260.5178105000523,268.21836130000884,268.2019543000497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Smart,6.7,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,268.21836130000884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2024335000315,268.21836130000884,268.21836130000884,268.5519153000205,5,0.3243740000179969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.5523924000445,268.584879800037,268.584879800037,268.584879800037,268.584879800037,268.584879800037,268.584879800037,268.584879800037,269.1502726000035,2,0,0.5640651000430807,0.0,269.15055920003215,269.1734409000492,269.1734409000492,269.1734409000492,269.1734409000492,269.1734409000492,269.1734409000492,269.1734409000492,269.4342062000069,269.43422160000773,269.4510027000215,276.1513960000011,276.1348401000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00006_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,276.1513960000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1352205000003,276.1513960000011,276.1513960000011,276.5516956000356,5,0.39177420001942664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5521184000536,276.5712129000458,276.5712129000458,276.5712129000458,276.5712129000458,276.5712129000458,276.5712129000458,276.5712129000458,277.18381120002596,1,1,0.5974333999911323,0.0009009999921545386,277.18421660002787,277.21757580002304,277.21757580002304,277.21757580002304,277.21757580002304,277.21757580002304,277.21757580002304,277.21757580002304,277.46763530001044,277.4676499000052,277.48429650004255,284.18467690004036,284.1680609000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Genius,5.7,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,284.18467690004036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1684035000508,284.18467690004036,284.18467690004036,284.5527010000078,5,0.3581815999932587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.5533074000268,284.58745480002835,284.58745480002835,284.58745480002835,284.58745480002835,284.58745480002835,284.58745480002835,284.58745480002835,285.65053130005253,1,1,1.0471296000177972,0.0009265000117011368,285.65088340005605,285.6750763000455,285.6750763000455,285.6750763000455,285.6750763000455,285.6750763000455,285.6750763000455,285.6750763000455,285.93437370000174,285.93438920000335,285.95095680002123,291.65148830000544,291.63505420001457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Educated,5.7,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,291.65148830000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.63550680002663,291.65148830000544,291.65148830000544,292.55196790001355,5,0.8911758000031114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.5524433000246,292.57330800005,292.57330800005,292.57330800005,292.57330800005,292.57330800005,292.57330800005,292.57330800005,293.133458300028,1,1,0.5535662999609485,0.001639300025999546,293.13378030003514,293.1507265000255,293.1507265000255,293.1507265000255,293.1507265000255,293.1507265000255,293.1507265000255,293.1507265000255,293.41748920001555,293.4175046000164,293.43389010004466,299.1346709000063,299.11814110004343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Clever,6.7,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,299.1346709000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.1185231000418,299.1346709000063,299.1346709000063,299.55154520005453,5,0.408381899993401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.5519165000296,299.57037550001405,299.57037550001405,299.57037550001405,299.57037550001405,299.57037550001405,299.57037550001405,299.57037550001405,300.2011545000132,1,1,0.6286390000022948,0.0008645000052638352,300.2014673000085,300.2177976000239,300.2177976000239,300.2177976000239,300.2177976000239,300.2177976000239,300.2177976000239,300.2177976000239,300.500737400027,300.5007503000088,300.5171921000001,307.2176124000107,307.20121730002575,300.5171921000001,300.5171921000001,300.5171921000001,300.5171921000001,300.5171921000001,300.5171921000001,300.5171921000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00012_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,307.2176124000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.2015931000351,307.2176124000107,307.2176124000107,311.5513813000289,5,4.326052499993239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.5517939000274,311.5701953000389,311.5701953000389,311.5701953000389,311.5701953000389,311.5701953000389,311.5701953000389,311.5701953000389,312.18378200003644,1,1,0.6004142999881878,0.0009366999729536474,312.1842238000245,312.20230730000185,312.20230730000185,312.20230730000185,312.20230730000185,312.20230730000185,312.20230730000185,312.20230730000185,312.4672864000313,312.46730100002605,312.4839893000317,318.1843304000213,318.167748900014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00011_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,318.1843304000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.168132300023,318.1843304000213,318.1843304000213,318.55143470002804,5,0.35905089997686446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.551809400029,318.56707310001366,318.56707310001366,318.56707310001366,318.56707310001366,318.56707310001366,318.56707310001366,318.56707310001366,319.20094870001776,2,1,0.6325667999917641,0.0010377999860793352,319.20126020000316,319.2173104000394,319.2173104000394,319.2173104000394,319.2173104000394,319.2173104000394,319.2173104000394,319.2173104000394,319.5006963000051,319.5007097000489,319.5174490000354,326.21756960003404,326.2011563000269,319.5174490000354,319.5174490000354,319.5174490000354,319.5174490000354,319.5174490000354,319.5174490000354,319.5174490000354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Brainy,8.7,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,326.21756960003404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.2014953000471,326.21756960003404,326.21756960003404,326.55134880001424,5,0.32554910000180826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.55171100003645,326.5822957000346,326.5822957000346,326.5822957000346,326.5822957000346,326.5822957000346,326.5822957000346,326.5822957000346,327.3675321000046,1,1,0.7786764000193216,0.0014214999973773956,327.36782690003747,327.39229780004825,327.39229780004825,327.39229780004825,327.39229780004825,327.39229780004825,327.39229780004825,327.39229780004825,327.65074730000924,327.6507630000124,327.6671717000427,336.3677070000558,336.35152540000854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00009_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,336.3677070000558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.3519765000092,336.3677070000558,336.3677070000558,336.5512477000011,5,0.1757670000079088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.5516105000279,336.56831600004807,336.56831600004807,336.56831600004807,336.56831600004807,336.56831600004807,336.56831600004807,336.56831600004807,337.13349130004644,2,1,0.5564090999541804,0.0,337.1338759000064,337.15061090001836,337.15061090001836,337.15061090001836,337.15061090001836,337.15061090001836,337.15061090001836,337.15061090001836,337.4170943000354,337.417109800037,337.4336378000444,344.13412390003214,344.1177238000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Foolish,6.7,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,344.13412390003214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.11806860001525,344.13412390003214,344.13412390003214,344.5510915000341,5,0.40851049998309463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.55142800003523,344.5784741000389,344.5784741000389,344.5784741000389,344.5784741000389,344.5784741000389,344.5784741000389,344.5784741000389,345.66784500004724,2,1,1.0878570000058971,0.0003600000054575503,345.6682526000077,345.69944090000354,345.69944090000354,345.69944090000354,345.69944090000354,345.69944090000354,345.69944090000354,345.69944090000354,345.96716540004127,345.96718170004897,345.98361030005617,352.6948000000557,352.66750160005176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW011_Run2,RBDCW011_Run2,2024-04-18_17h17.49.949,IAT_test,2023.2.2,60.01878588328431,2024-04-18 17h18.45.498812 -0400,
