ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,fixation_practice.stopped,text.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,feedback_18.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Stupidity,Intelligence,Genius,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,95.90980629999831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8939115999965,95.90980629999831,95.90980629999831,96.04363050000393,5,0.13210410000465345,None,,,,,,,,,,,,,,,,,96.80976259999443,96.82620090000273,97.81010940000124,,,,,,,,,,,,,96.04408759999205,96.0594948999933,96.0594948999933,96.0594948999933,96.0594948999933,96.52540769999905,1,1,0.45981359999859706,0.00040970000554807484,96.52576930000214,96.54278209999029,96.54278209999029,96.54278209999029,96.54278209999029,,,,,96.80974589999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,Stupidity,Intelligence,Smart,right,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,97.82641229999717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81056699999317,97.82641229999717,97.82641229999717,98.04315129999304,5,0.21543240000028163,None,,,,,,,,,,,,,,,,,98.84331789999851,98.85951929999283,99.8429535000032,99.85955639999884,,,,,,,,,,,,98.04348169999139,98.05958119999559,98.05958119999559,98.05958119999559,98.05958119999559,98.5431310999993,1,1,0.4822465000033844,0.0009583000064594671,98.54345820000162,98.55930719999014,98.55930719999014,98.55930719999014,98.55930719999014,98.85951929999283,98.85951929999283,98.85951929999283,98.85951929999283,98.84330069999851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,Stupidity,Intelligence,Slow,left,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,99.85955639999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84320489999664,99.85955639999884,99.85955639999884,100.04364219999115,5,0.18238489999203011,None,,,,,,,,,,,,,,,,,100.85945730000094,100.87607199999911,101.85959659999935,,,,,,,,,,,,,100.0440735000011,100.05942629999481,100.05942629999481,100.05942629999481,100.05942629999481,100.57547779999732,2,1,0.5077792000083718,0.0009190999990096316,100.57597859999805,100.59281839999312,100.59281839999312,100.59281839999312,100.59281839999312,,,,,100.85944169999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,Stupidity,Intelligence,Moronic,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,101.87597700000333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.85986119999143,101.87597700000333,101.87597700000333,102.04274249999435,5,0.16580780000367668,None,,,,,,,,,,,,,,,,,102.94326309999451,102.95965509999951,103.94324639999832,103.95969809999224,,,,,,,,,,,,102.0429862000019,102.05921310000122,102.05921310000122,102.05921310000122,102.05921310000122,102.65982010000153,2,1,0.5971101000031922,0.0008454999915556982,102.66021419999015,102.67512739999802,102.67512739999802,102.67512739999802,102.67512739999802,,,,,102.94324149999011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,Stupidity,Intelligence,Crafty,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,103.95969809999224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.94362109999929,103.95969809999224,103.95969809999224,104.04368210000393,5,0.08215889999701176,None,,,,,,,,,,,,,,,,,104.9430202999938,104.95945419999771,105.94309929999872,105.95953340000415,,,,,,,,,,,,104.04407190000347,104.05942140000116,104.05942140000116,104.05942140000116,104.05942140000116,104.65986420000263,1,1,0.593482900003437,0.0013904999941587448,104.660281199991,104.675066900003,104.675066900003,104.675066900003,104.675066900003,,,,,104.94300230000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,Stupidity,Intelligence,Ignorant,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,105.95953340000415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.94346139999107,105.95953340000415,105.95953340000415,106.04340209999646,5,0.08233240000845399,None,,,,,,,,,,,,,,,,,106.94299539999338,106.95948370000406,107.94299929999397,107.97368369999458,,,,,,,,,,,,106.04376819999015,106.05935129999125,106.05935129999125,106.05935129999125,106.05935129999125,106.64273289999983,2,1,0.5809192000015173,0.000828799995360896,106.6431234999909,106.65942670000368,106.65942670000368,106.65942670000368,106.65942670000368,106.95948370000406,106.95948370000406,106.95948370000406,106.95948370000406,106.94298179999168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.94307739999203,107.97368369999458,107.97368369999458,107.97368369999458,107.97368369999458,107.97368369999458,107.97368369999458,107.97368369999458,107.97368369999458,110.12542319999193,1,2.1361217999947257,0.0009109999955398962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,110.1420397000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1402742999926,110.1420397000038,110.1420397000038,111.04287189999013,5,0.8998342000122648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.04334079999535,111.06383459999051,111.06383459999051,111.06383459999051,111.06383459999051,111.06383459999051,111.06383459999051,111.06383459999051,111.8595107000001,1,1,0.7839856999926269,0.0014106000016909093,111.85997239999415,111.87897910000174,111.87897910000174,111.87897910000174,111.87897910000174,111.87897910000174,111.87897910000174,111.87897910000174,112.14273330000287,112.14274919999298,112.15942159999395,118.85990359999414,118.84363519999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Crafty,7.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,118.85990359999414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.84412209999573,118.85990359999414,118.85990359999414,119.04341779999959,5,0.18205980000493582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.04390839999542,119.07691109999723,119.07691109999723,119.07691109999723,119.07691109999723,119.07691109999723,119.07691109999723,119.07691109999723,120.59195760000148,1,1,1.5113996000000043,0.0008079999970505014,120.59234649999416,120.61834489999455,120.61834489999455,120.61834489999455,120.61834489999455,120.61834489999455,120.61834489999455,120.61834489999455,120.87612459999218,120.8761388999992,120.89260389999254,128.5930512999912,128.57682139999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Mindless,5.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,128.5930512999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.57734399999026,128.5930512999912,128.5930512999912,129.04319519999262,5,0.44887229999585543,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.04363800000283,129.06596710000304,129.06596710000304,129.06596710000304,129.06596710000304,129.06596710000304,129.06596710000304,129.06596710000304,129.70958290000272,2,1,0.6278568999987328,0.0009257000056095421,129.70994200000132,129.72807299999113,129.72807299999113,129.72807299999113,129.72807299999113,129.72807299999113,129.72807299999113,129.72807299999113,129.99281689999043,129.99283439999272,130.00923579999653,135.70957510000153,135.69307339999068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Ignorant,8.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,135.70957510000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.69350100000156,135.70957510000153,135.70957510000153,136.0428389000008,5,0.33230059999914374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0430980999954,136.0592930999992,136.0592930999992,136.0592930999992,136.0592930999992,136.0592930999992,136.0592930999992,136.0592930999992,136.82610299999942,2,1,0.7536165000055917,0.0008366999973077327,136.82645349999075,136.84227829999872,136.84227829999872,136.84227829999872,136.84227829999872,136.84227829999872,136.84227829999872,136.84227829999872,137.10934129999077,137.10935569999856,137.12567919999128,145.8264979999949,145.8098544999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,145.8264979999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.81030709999322,145.8264979999949,145.8264979999949,146.04350699999486,5,0.21544519999588374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.04403049999382,146.06537039999967,146.06537039999967,146.06537039999967,146.06537039999967,146.06537039999967,146.06537039999967,146.06537039999967,146.7752218999958,1,1,0.698515000010957,0.0009589999972376972,146.77573909999046,146.7929521000042,146.7929521000042,146.7929521000042,146.7929521000042,146.7929521000042,146.7929521000042,146.7929521000042,147.05908710000222,147.05910060000315,147.07577789999777,153.77588629999082,153.759387099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Slow,6.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,153.77588629999082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.7596760000015,153.77588629999082,153.77588629999082,154.04320369999914,5,0.26606950000859797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0436219999974,154.07675159999053,154.07675159999053,154.07675159999053,154.07675159999053,154.07675159999053,154.07675159999053,154.07675159999053,154.89172820000385,2,1,0.8055456000001868,0.0008854000043356791,154.8921471999929,154.91828689999238,154.91828689999238,154.91828689999238,154.91828689999238,154.91828689999238,154.91828689999238,154.91828689999238,155.175874499997,155.17588819999946,155.19225340000412,161.89232519999496,161.87616329999582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Stupidity,Intelligence, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,161.89232519999496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.87647869999637,161.89232519999496,161.89232519999496,162.04342570000154,5,0.1505994000035571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0439161999966,162.0658481999999,162.0658481999999,162.0658481999999,162.0658481999999,162.0658481999999,162.0658481999999,162.0658481999999,162.85945869999705,2,1,0.7873740999930305,0.0011109000042779371,162.85986250000133,162.87691179999092,162.87691179999092,162.87691179999092,162.87691179999092,162.87691179999092,162.87691179999092,162.87691179999092,163.14271559999906,163.1427330000006,163.15902809999534,168.8590753000026,168.84288539999397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Stupidity,Intelligence, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,168.8590753000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.84327660000417,168.8590753000026,168.8590753000026,169.04332199999772,5,0.18395279999822378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.04381989999092,169.06112119999307,169.06112119999307,169.06112119999307,169.06112119999307,169.06112119999307,169.06112119999307,169.06112119999307,169.69278589999885,1,1,0.6262249999999767,0.000832199992146343,169.69312759999593,169.70902860000206,169.70902860000206,169.70902860000206,169.70902860000206,169.70902860000206,169.70902860000206,169.70902860000206,169.9925821999932,169.99259559999336,170.00905759999296,177.7091958999954,177.6925612999912,170.00905759999296,170.00905759999296,170.00905759999296,170.00905759999296,170.00905759999296,170.00905759999296,170.00905759999296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00002_fg.png,Stupidity,Intelligence, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,177.7091958999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.69284279999556,177.7091958999954,177.7091958999954,178.05915970000206,5,0.3336678999912692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.05949109999347,178.07564589999674,178.07564589999674,178.07564589999674,178.07564589999674,178.07564589999674,178.07564589999674,178.07564589999674,178.74138409999432,2,1,0.6584614000021247,0.0009207999974023551,178.74172859999817,178.75890549999895,178.75890549999895,178.75890549999895,178.75890549999895,178.75890549999895,178.75890549999895,178.75890549999895,179.0257830999908,179.02579649999097,179.0422622999904,185.7422893999901,185.72583049999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Bright,5.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,185.7422893999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.72611940000206,185.7422893999901,185.7422893999901,186.05959989999246,5,0.3008367000002181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.06010309999692,186.09228479999,186.09228479999,186.09228479999,186.09228479999,186.09228479999,186.09228479999,186.09228479999,187.22559999999066,1,1,1.1187314999988303,0.0012126000074204057,187.22590059999493,187.24989409999398,187.24989409999398,187.24989409999398,187.24989409999398,187.24989409999398,187.24989409999398,187.24989409999398,187.52564779999375,187.5256640000007,187.54232720000437,193.2423015999957,193.22596670000348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Wise,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,193.2423015999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.226290599996,193.2423015999957,193.2423015999957,194.05912019999232,5,0.800543800010928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.05938089999836,194.0755405999953,194.0755405999953,194.0755405999953,194.0755405999953,194.0755405999953,194.0755405999953,194.0755405999953,194.6913607000024,1,1,0.6115691000013612,0.0009584999934304506,194.6917662999913,194.70924199999718,194.70924199999718,194.70924199999718,194.70924199999718,194.70924199999718,194.70924199999718,194.70924199999718,194.97577289999754,194.9757891999907,194.9920856999961,200.69231329999457,200.67593739999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Stupidity,Intelligence,Moronic,5.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,200.69231329999457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.67628659999173,200.69231329999457,200.69231329999457,201.1098834000004,5,0.4142108000087319,0.000640199999907054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.11046579999675,201.12456229999952,201.12456229999952,201.12456229999952,201.12456229999952,201.12456229999952,201.12456229999952,201.12456229999952,201.90913010000077,2,1,0.7814379999908851,0.0009344999998575076,201.90957340000023,201.93051969999215,201.93051969999215,201.93051969999215,201.93051969999215,201.93051969999215,201.93051969999215,201.93051969999215,202.20871259999694,202.20872650000092,202.22550319999573,207.92568289999326,207.90925040000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
