ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsi,TextRight_jwsi,TextCentre_jwsi,Answer,ImageLeft_wisi,ImageRight_wisi,ImageCentre_wisi,TextLeft_wisi,TextRight_wisi,TextCentre_wisi,ITI,TextLeft_jwis,TextRight_jwis,TextCentre_jwis,ImageLeft_wiis,ImageRight_wiis,ImageCentre_wiis,TextLeft_wiis,TextRight_wiis,TextCentre_wiis,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsi.thisRepN,jwsi.thisTrialN,jwsi.thisN,jwsi.thisIndex,wisi.thisRepN,wisi.thisTrialN,wisi.thisN,wisi.thisIndex,jwis.thisRepN,jwis.thisTrialN,jwis.thisN,jwis.thisIndex,wiis.thisRepN,wiis.thisTrialN,wiis.thisN,wiis.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_Baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,fixation_practice.stopped,text.stopped,prep_jwsi.started,prep_spacebar_9.started,prep_points_10.started,text_prep_10.started,text_left_prep_2.started,text_right_prep_2.started,key_resp_prep_10.started,prep_jwsi.stopped,key_resp_prep_10.keys,key_resp_prep_10.rt,key_resp_prep_10.duration,just_words_si.started,key_resp_jwsi.started,text_left_si.started,text_right_si.started,text_stim_jwsi.started,just_words_si.stopped,key_resp_jwsi.keys,key_resp_jwsi.corr,key_resp_jwsi.rt,key_resp_jwsi.duration,feedback_18.started,text_left_si_2.started,text_right_si_2.started,text_center.started,image_jwsi_fb.started,text_left_si_2.stopped,text_right_si_2.stopped,text_center.stopped,image_jwsi_fb.stopped,feedback_18.stopped,prep_wisi.started,prep_spacebar_10.started,prep_points_11.started,text_prep_11.started,image_left_sw_6.started,image_right_sw_6.started,under_image_left_6.started,under_image_right_6.started,key_resp_prep_11.started,prep_wisi.stopped,key_resp_prep_11.keys,key_resp_prep_11.rt,key_resp_prep_11.duration,words_images_si.started,key_resp_wisi.started,image_left_si.started,image_right_si.started,under_image_left_si.started,under_image_right_si.started,image_stim_wisi.started,text_stim_wisi.started,words_images_si.stopped,key_resp_wisi.keys,key_resp_wisi.corr,key_resp_wisi.rt,key_resp_wisi.duration,feedback_20.started,image_left_si_2.started,image_right_si_2.started,under_image_left_si_2.started,under_image_right_si_2.started,image_center_wisi_fb.started,text_center_wisi_fb.started,image_wisi_fb.started,feedback_20.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_si_2.stopped,image_right_si_2.stopped,under_image_left_si_2.stopped,under_image_right_si_2.stopped,image_center_wisi_fb.stopped,text_center_wisi_fb.stopped,image_wisi_fb.stopped,prep_jwis.started,prep_spacebar_11.started,prep_points_12.started,text_prep_12.started,text_left_prep_4.started,text_right_prep_4.started,key_resp_prep_12.started,prep_jwis.stopped,key_resp_prep_12.keys,key_resp_prep_12.rt,key_resp_prep_12.duration,just_word_is.started,key_resp_jwis.started,text_left_is.started,text_right_is.started,text_stim_jwis.started,just_word_is.stopped,key_resp_jwis.keys,key_resp_jwis.corr,key_resp_jwis.rt,key_resp_jwis.duration,feedback_22.started,text_left_is_2.started,text_right_is_2.started,text_center_jwis_fb.started,image_jwis_fb.started,feedback_22.stopped,text_left_is_2.stopped,text_right_is_2.stopped,text_center_jwis_fb.stopped,image_jwis_fb.stopped,prep_wiis.started,prep_spacebar_12.started,prep_points_13.started,text_prep_13.started,image_left_sw_7.started,image_right_sw_7.started,under_image_left_7.started,under_image_right_7.started,key_resp_prep_13.started,prep_wiis.stopped,key_resp_prep_13.keys,key_resp_prep_13.rt,key_resp_prep_13.duration,word_image_is.started,key_resp_wiis.started,image_left_is.started,image_right_is.started,under_image_left_is.started,under_image_is.started,image_stim_wiis.started,text_stim_wiis.started,word_image_is.stopped,key_resp_wiis.keys,key_resp_wiis.corr,key_resp_wiis.rt,key_resp_wiis.duration,feedback_24.started,image_left_is_2.started,image_right_is_2.started,under_image_left_is_2.started,under_image_is_2.started,image_center_wiis_fb.started,text_center_wiis_fb.started,image_wiis_fb.started,feedback_24.stopped,image_left_is_2.stopped,image_right_is_2.stopped,under_image_left_is_2.stopped,under_image_is_2.stopped,image_center_wiis_fb.stopped,text_center_wiis_fb.stopped,image_wiis_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Bright,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,349.92463529999077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.9084387999901,349.92463529999077,349.92463529999077,350.058518299993,5,0.11841990001266822,None,,,,,,,,,,,,,,,,,350.9082611999911,350.9246942000027,351.9084199999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.05889139999636,350.07485109999834,350.07485109999834,350.07485109999834,350.07485109999834,350.6251013000001,2,1,0.5485205000004498,0.0006714000046486035,350.6255276000011,350.64044730000023,350.64044730000023,350.64044730000023,350.64044730000023,350.90824299999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Mindless,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,351.92489419999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.9087970999972,351.92489419999765,351.92489419999765,352.0583337999997,5,0.11818789999233559,None,,,,,,,,,,,,,,,,,353.091373999996,353.10796310000296,354.0917188000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0586448999966,352.10969789999945,352.10969789999945,352.10969789999945,352.10969789999945,352.8082088999945,1,1,0.6823434999969322,0.0009082000033231452,352.8086470999988,352.8236223999993,352.8236223999993,352.8236223999993,352.8236223999993,353.0913553999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Dumb,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,354.1083198999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.09213789999194,354.1083198999986,354.1083198999986,355.05873439999414,5,0.9347662000072887,None,,,,,,,,,,,,,,,,,356.00846149999416,356.02458409999963,357.00806219999504,357.0246509999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0591731000022,355.0748171000014,355.0748171000014,355.0748171000014,355.0748171000014,355.7082010000013,1,1,0.6253752000047825,0.000982600002316758,355.70852499999455,355.7246363000013,355.7246363000013,355.7246363000013,355.7246363000013,356.0084400999913,356.02458409999963,356.02458409999963,356.02458409999963,356.02458409999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Crafty,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,357.0246509999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0082958999992,357.0246509999997,357.0246509999997,357.0582527999941,5,0.01846550000482239,None,,,,,,,,,,,,,,,,,357.92482289999316,357.9411650999973,358.9253131000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.05853959999513,357.0746239,357.0746239,357.0746239,357.0746239,357.640570699994,2,1,0.5513169000041671,0.0009828999900491908,357.6409388000029,357.658005099991,357.658005099991,357.658005099991,357.658005099991,357.9248058999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Moronic,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,358.9417070999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.9257995999942,358.9417070999916,358.9417070999916,359.05864609999117,5,0.10138799999549519,None,,,,,,,,,,,,,,,,,359.90812520000327,359.92455060000066,360.90840119999484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.05913890000375,359.0747663999937,359.0747663999937,359.0747663999937,359.0747663999937,359.62507369999366,1,1,0.5457702000130666,0.0009186999959638342,359.62554660000023,359.64026279999234,359.64026279999234,359.64026279999234,359.64026279999234,359.90810919999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Slow,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,360.9248302999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.90900669999246,360.9248302999913,360.9248302999913,361.0581028000015,5,0.11821950000012293,None,,,,,,,,,,,,,,,,,361.82500009999785,361.84139659999346,362.82530929999484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.05843799999275,361.07455609999306,361.07455609999306,361.07455609999306,361.07455609999306,361.54053790000034,1,1,0.46452449999924283,0.0010093000018969178,361.5409082999977,361.5579060000018,361.5579060000018,361.5579060000018,361.5579060000018,361.82497729999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Brainy,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,362.84182459999283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.8257941999909,362.84182459999283,362.84182459999283,363.0580997999932,5,0.20127960000536405,None,,,,,,,,,,,,,,,,,363.9581668000028,363.97462199999427,364.95814200000314,364.9744065999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0583837000013,363.07453919999534,363.07453919999534,363.07453919999534,363.07453919999534,363.65830789999745,2,1,0.5786725000070874,0.000941399994189851,363.6587034999975,363.67437910000444,363.67437910000444,363.67437910000444,363.67437910000444,363.95815449999645,363.97462199999427,363.97462199999427,363.97462199999427,363.97462199999427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Ignorant,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,364.9744065999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.9584399000014,364.9744065999985,364.9744065999985,365.0580412999989,5,0.06866180000361055,None,,,,,,,,,,,,,,,,,366.47490420000395,366.4913797000045,367.4755584999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.05834669999604,365.07461189999594,365.07461189999594,365.07461189999594,365.07461189999594,366.19066749999183,1,1,1.1144969999877503,0.0010048000112874433,366.19124159999774,366.2078726000036,366.2078726000036,366.2078726000036,366.2078726000036,366.47488159999193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Wise,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,367.49147529999027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.4759347999934,367.49147529999027,367.49147529999027,368.0580295999971,5,0.5515593000018271,None,,,,,,,,,,,,,,,,,368.90811750000285,368.9243712000025,369.9081031999958,369.92452030000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0582480000012,368.07448450000084,368.07448450000084,368.07448450000084,368.07448450000084,368.6079085999954,2,1,0.5206408999947598,0.0013548999995691702,368.60822460000054,368.6245190000045,368.6245190000045,368.6245190000045,368.6245190000045,368.9081027999928,368.9243712000025,368.9243712000025,368.9243712000025,368.9243712000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Genius,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,369.92452030000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.90837699999975,369.92452030000277,369.92452030000277,370.05798869999126,5,0.11863169999560341,None,,,,,,,,,,,,,,,,,370.9246390000044,370.94126099999994,371.9250088999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.05820400000084,370.0744830999902,370.0744830999902,370.0744830999902,370.0744830999902,370.6404623999988,2,1,0.550539599993499,0.0009336000075563788,370.64083469999605,370.6578754999937,370.6578754999937,370.6578754999937,370.6578754999937,370.9246211999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Gullible,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,371.9415207999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.9254973999923,371.9415207999991,371.9415207999991,372.0578483999998,5,0.10161250000237487,None,,,,,,,,,,,,,,,,,372.9081043999904,372.92456899999524,373.90806849999353,373.92444659999455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.05806779999693,372.07437289999507,372.07437289999507,372.07437289999507,372.07437289999507,372.60828679999395,1,1,0.530129599996144,0.0010372999968240038,372.6086985000002,372.6243131999945,372.6243131999945,372.6243131999945,372.6243131999945,372.9080895999941,372.92456899999524,372.92456899999524,372.92456899999524,372.92456899999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,,Intelligence,Stupidity,Clever,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,373.92444659999455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.90835250000237,373.92444659999455,373.92444659999455,374.0588706999988,5,0.11869259999366477,None,,,,,,,,,,,,,,,,,374.958169599995,374.9743659999949,375.95807349999086,375.9743290999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.05936590000056,374.0744558000006,374.0744558000006,374.0744558000006,374.0744558000006,374.67475559999,2,1,0.5918138999986695,0.0012788000021828339,374.67515539999295,374.68987930000003,374.68987930000003,374.68987930000003,374.68987930000003,374.95815179999045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Foolish,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,375.9743290999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.9583547999937,375.9743290999904,375.9743290999904,376.2081848999951,5,0.22992350001004525,0.0011165999894728884,,,,,,,,,,,,,,,,,377.108152899993,377.1242612999922,378.1079602999962,378.12427139999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.20862370000395,376.2248227999953,376.2248227999953,376.2248227999953,376.2248227999953,376.8080878000037,1,1,0.57046810000611,0.001214500007336028,376.80842539999867,376.8243014000036,376.8243014000036,376.8243014000036,376.8243014000036,377.10814070000197,377.1242612999922,377.1242612999922,377.1242612999922,377.1242612999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,,Intelligence,Stupidity,Idiotic,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,378.12427139999636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.10817579999275,378.12427139999636,378.12427139999636,379.05821760000254,5,0.9188424000021769,None,,,,,,,,,,,,,,,,,380.0746358000033,380.0910539000033,381.074735599992,381.097775000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.05855359999987,379.0743958999956,379.0743958999956,379.0743958999956,379.0743958999956,379.7905685000005,1,1,0.7036487000004854,0.0010175999923376366,379.79130660000374,379.8078608999931,379.8078608999931,379.8078608999931,379.8078608999931,380.07461519999197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.07478830000036,381.097775000002,381.097775000002,381.097775000002,381.097775000002,381.097775000002,381.097775000002,381.097775000002,381.097775000002,390.3246377000032,1,9.215384299997822,0.0009614000009605661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,5.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Idiotic,,,,,,,,,,,,,,,,,,,,,0,0,0,0,390.3433307999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.3408358000015,390.3433307999949,390.3433307999949,391.057724600003,5,0.7009645000071032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.5745656999934,392.59107270000095,398.2914347999904,398.27505339999334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.05805249999685,391.0819810999965,391.0819810999965,391.0819810999965,391.0819810999965,391.0819810999965,391.0819810999965,391.0819810999965,392.29038809999474,1,1,1.20155350001005,0.0007985999982338399,392.29108290000295,392.32052719999047,392.32052719999047,392.32052719999047,392.32052719999047,392.32052719999047,392.32052719999047,392.32052719999047,392.5745476000011,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Dumb,,,,,,,,,,,,,,,,,,,,,0,1,1,1,398.2914347999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.27569239999866,398.2914347999904,398.2914347999904,399.058380699993,5,0.7532363000063924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9579681000032,399.9743249000021,407.6744638999953,407.6578002000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0588132999983,399.0743111999909,399.0743111999909,399.0743111999909,399.0743111999909,399.0743111999909,399.0743111999909,399.0743111999909,399.657998900002,1,1,0.5782539000065299,0.0008322999929077923,399.6583612999966,399.67341789999045,399.67341789999045,399.67341789999045,399.67341789999045,399.67341789999045,399.67341789999045,399.67341789999045,399.9579539999977,399.9743249000021,399.9743249000021,399.9743249000021,399.9743249000021,399.9743249000021,399.9743249000021,399.9743249000021,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Genius,,,,,,,,,,,,,,,,,,,,,0,2,2,2,407.6744638999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.65814869999303,407.6744638999953,407.6744638999953,408.05908140000247,5,0.36971640000410844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.9742969999934,408.9908839999989,415.69124929999816,415.67508129999624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.05971679999493,408.0852770999918,408.0852770999918,408.0852770999918,408.0852770999918,408.0852770999918,408.0852770999918,408.0852770999918,408.67483319999883,2,1,0.573806100001093,0.0009381999989273027,408.6752359999955,408.6939956999995,408.6939956999995,408.6939956999995,408.6939956999995,408.6939956999995,408.6939956999995,408.6939956999995,408.97428039999795,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,1,,,,right,,,,,,,6.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Intelligence,Stupidity, ,,,,,,,,,,,,,,,,,,,,,0,3,3,3,415.69124929999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.67557099999976,415.69124929999816,415.69124929999816,416.05774360000214,5,0.3532629999972414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0743330999976,417.0909590999945,423.7916831999901,423.77535850000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.05800190000446,416.07425940000394,416.07425940000394,416.07425940000394,416.07425940000394,416.07425940000394,416.07425940000394,416.07425940000394,416.78998489999503,1,1,0.7151523000065936,None,416.7904070999939,416.80753930000355,416.80753930000355,416.80753930000355,416.80753930000355,416.80753930000355,416.80753930000355,416.80753930000355,417.07431499999075,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
,,,2,,,,left,,,,,,,7.7,,,,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Intelligence,Stupidity,Bright,,,,,,,,,,,,,,,,,,,,,0,4,4,4,423.7916831999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.7759509000025,423.7916831999901,423.7916831999901,424.0577731999947,5,0.2527161000034539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.27467420000175,425.2909529000026,432.9910172999953,432.97454819999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0581172999955,424.0863646999933,424.0863646999933,424.0863646999933,424.0863646999933,424.0863646999933,424.0863646999933,424.0863646999933,424.99000979999255,2,1,0.8887235000001965,0.0009270999871660024,424.9903664000012,425.0144115000003,425.0144115000003,425.0144115000003,425.0144115000003,425.0144115000003,425.0144115000003,425.0144115000003,425.2746533000027,,,,,,,,IAT_Run2,001,2024-02-15_16h33.51.314,IAT_test,2023.2.2,59.9913132562965,2024-02-15 16h33.59.537225 -0500,
