ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,feedback_2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,Baseline.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,Strong,Weak,Sedentary,right,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,133.85605799999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.8400048999997,133.85605799999985,133.85605799999985,133.9386446999997,5,0.0759013000001687,None,,,,,,,,,,,,,,,,,135.13927839999997,135.15562169999976,136.15562619999992,136.1391067999998,,,,,,,,,,,,133.9388755,133.9549079999997,133.9549079999997,133.9549079999997,133.9549079999997,134.8389374999997,1,1,0.8722994999998264,0.0009067000000868575,134.83930839999994,134.8549906999997,134.8549906999997,134.8549906999997,134.8549906999997,135.15562169999976,135.15562169999976,135.15562169999976,135.15562169999976,135.1392563999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Solid,left,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,136.15562619999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.13948039999968,136.15562619999992,136.15562619999992,136.93902329999992,5,0.7765761000000566,None,,,,,,,,,,,,,,,,,138.03883889999997,138.05532529999982,,139.03900879999992,,,,,,,,,,,,136.9394029,136.9556510999996,136.9556510999996,136.9556510999996,136.9556510999996,137.7393119999997,2,1,0.7748733000003085,0.0,137.73980129999973,137.7550100999997,137.7550100999997,137.7550100999997,137.7550100999997,138.05532529999982,138.05532529999982,138.05532529999982,138.05532529999982,138.0388235999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Feeble,right,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,139.0555320999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.03937729999961,139.0555320999997,139.0555320999997,139.93855429999985,5,0.8780222000000322,None,,,,,,,,,,,,,,,,,140.83873449999965,140.8554366999997,,141.83885079999982,,,,,,,,,,,,139.9387631999998,139.95502879999958,139.95502879999958,139.95502879999958,139.95502879999958,140.55558129999963,1,1,0.5879506999999649,0.001493300000220188,140.55596509999987,140.5708651,140.5708651,140.5708651,140.5708651,,,,,140.8387115999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Strength,left,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,141.85529989999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.83922239999993,141.85529989999986,141.85529989999986,141.93919629999982,5,0.0767335999998977,None,,,,,,,,,,,,,,,,,142.83840669999972,142.85540599999968,,143.8389086999996,,,,,,,,,,,,141.93956279999975,141.95558319999964,141.95558319999964,141.95558319999964,141.95558319999964,142.53922729999977,2,1,0.5664260999997168,0.0009238000002369517,142.53970049999998,142.55495409999958,142.55495409999958,142.55495409999958,142.55495409999958,142.85540599999968,142.85540599999968,142.85540599999968,142.85540599999968,142.8383918999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,Strong,Weak,Frail,right,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,143.85545219999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8392646999996,143.85545219999995,143.85545219999995,143.9387588999998,5,0.07677550000016709,None,,,,,,,,,,,,,,,,,144.75531499999988,144.77182129999983,,145.7554986,,,,,,,,,,,,143.93910149999965,143.95526859999973,143.95526859999973,143.95526859999973,143.95526859999973,144.47159399999964,1,1,0.5129947000000357,0.0010064999996757251,144.47206659999983,144.48849829999972,144.48849829999972,144.48849829999972,144.48849829999972,,,,,144.75529849999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,Strong,Weak,Tough,left,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,145.7722286999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.75588339999968,145.7722286999997,145.7722286999997,145.9403100999998,5,0.16063850000000457,None,,,,,,,,,,,,,,,,,146.78861479999978,146.80509259999963,,147.78915519999964,,,,,,,,,,,,145.94095499999958,145.95512539999982,145.95512539999982,145.95512539999982,145.95512539999982,146.50559889999977,2,1,0.5378582999996979,0.0010806000000229687,146.50605329999962,146.5209964999999,146.5209964999999,146.5209964999999,146.5209964999999,,,,,146.78859829999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.78924049999978,147.82092369999964,147.82092369999964,147.82092369999964,147.82092369999964,147.82092369999964,147.82092369999964,147.82092369999964,147.82092369999964,156.0209774,1,8.199120300000232,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Powerful,7.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,156.04257719999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0408292999996,156.04257719999987,156.04257719999987,156.9390027999998,5,0.8900561999998899,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.939664,156.97488329999987,156.97488329999987,156.97488329999987,156.97488329999987,156.97488329999987,156.97488329999987,156.97488329999987,158.5053444,2,1,1.5151105999998435,0.0014508999997815408,158.50583389999974,158.53616999999986,158.53616999999986,158.53616999999986,158.53616999999986,158.53616999999986,158.53616999999986,158.53616999999986,158.80497809999997,158.8049936999996,158.8214392,166.5222730999999,166.50604469999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00009_fg.png,Strong,Weak, ,8.7,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,166.5222730999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.50655689999985,166.5222730999999,166.5222730999999,166.93948919999957,5,0.4098131000000649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.9399798999998,166.9603649999999,166.9603649999999,166.9603649999999,166.9603649999999,166.9603649999999,166.9603649999999,166.9603649999999,168.22124189999977,1,1,1.2527267999998912,0.0009258000000045286,168.2216443999996,168.2546416,168.2546416,168.2546416,168.2546416,168.2546416,168.2546416,168.2546416,168.50497489999998,168.5049884,168.52151669999967,177.22187609999992,177.20541779999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00001_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,177.22187609999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.20577869999988,177.22187609999992,177.22187609999992,177.9391283,5,0.7102154999997765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.9395459999996,177.9570689999996,177.9570689999996,177.9570689999996,177.9570689999996,177.9570689999996,177.9570689999996,177.9570689999996,178.73853489999965,1,1,0.7658830000000307,0.0011002000001099077,178.73884009999983,178.7545183999996,178.7545183999996,178.7545183999996,178.7545183999996,178.7545183999996,178.7545183999996,178.7545183999996,179.0383450999998,179.03835759999993,179.0548377,185.75566229999959,185.73931649999986,179.0548377,179.0548377,179.0548377,179.0548377,179.0548377,179.0548377,179.0548377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00003_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,185.75566229999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.73981049999975,185.75566229999959,185.75566229999959,185.93939809999983,5,0.17703110000002198,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.93987939999988,185.95790549999992,185.95790549999992,185.95790549999992,185.95790549999992,185.95790549999992,185.95790549999992,185.95790549999992,186.82093349999968,2,1,0.8614671000000271,0.0009561000001667708,186.8212865999999,186.83813229999987,186.83813229999987,186.83813229999987,186.83813229999987,186.83813229999987,186.83813229999987,186.83813229999987,187.10482919999959,187.1048437999998,187.1214442999999,192.82222430000002,192.80579829999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00003_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,192.82222430000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.80626749999965,192.82222430000002,192.82222430000002,192.93921049999972,5,0.1098986000001787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.93967359999988,192.95751129999962,192.95751129999962,192.95751129999962,192.95751129999962,192.95751129999962,192.95751129999962,192.95751129999962,193.65510369999993,1,1,0.6895844999999099,0.0011360000003151072,193.65545049999992,193.67072999999982,193.67072999999982,193.67072999999982,193.67072999999982,193.67072999999982,193.67072999999982,193.67072999999982,193.93838039999991,193.9383957,193.95474979999972,199.65534349999962,199.63868459999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Soft,7.7,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,199.65534349999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.63905879999993,199.65534349999962,199.65534349999962,199.93888609999976,5,0.27668519999997443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9393031999998,199.97001759999966,199.97001759999966,199.97001759999966,199.97001759999966,199.97001759999966,199.97001759999966,199.97001759999966,201.25498279999965,1,1,1.2700240999997732,0.0008867000001373526,201.2553794999999,201.28227900000002,201.28227900000002,201.28227900000002,201.28227900000002,201.28227900000002,201.28227900000002,201.28227900000002,201.53823749999992,201.53825599999982,201.5548289999997,209.25459179999962,209.23805279999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Athletic,6.7,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,209.25459179999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.2382859999998,209.25459179999962,209.25459179999962,209.9394668,5,0.678190099999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.94007869999996,209.96328959999983,209.96328959999983,209.96328959999983,209.96328959999983,209.96328959999983,209.96328959999983,209.96328959999983,210.604961,2,1,0.633136999999806,0.0008190000003196474,210.6052826,210.6219745999997,210.6219745999997,210.6219745999997,210.6219745999997,210.6219745999997,210.6219745999997,210.6219745999997,210.88791019999962,210.88792439999997,210.90447969999968,217.60451769999963,217.5877203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00004_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,217.60451769999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.58794119999993,217.60451769999963,217.60451769999963,217.93881499999998,5,0.32775939999964976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.93923129999985,217.9575837999996,217.9575837999996,217.9575837999996,217.9575837999996,217.9575837999996,217.9575837999996,217.9575837999996,219.95486089999986,1,1,1.9868805999999495,0.0008342999999513268,219.95518519999996,219.9706911999997,219.9706911999997,219.9706911999997,219.9706911999997,219.9706911999997,219.9706911999997,219.9706911999997,220.2379761999996,220.2379936999996,220.25465989999975,225.95493179999994,225.93863779999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Puny,6.7,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,225.95493179999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.93900659999963,225.95493179999994,225.95493179999994,226.93835059999992,5,0.9772487000000183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.93871819999958,226.96845349999967,226.96845349999967,226.96845349999967,226.96845349999967,226.96845349999967,226.96845349999967,226.96845349999967,227.77073009999958,1,1,0.7947699999999713,0.00178860000005443,227.77109259999997,227.79535129999977,227.79535129999977,227.79535129999977,227.79535129999977,227.79535129999977,227.79535129999977,227.79535129999977,228.05448679999972,228.05450169999995,228.07104759999993,234.77145669999982,234.75495619999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Brawny,7.7,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,234.77145669999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.75529329999972,234.77145669999982,234.77145669999982,234.93831569999975,5,0.16055800000003728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.93869610000002,234.95853499999976,234.95853499999976,234.95853499999976,234.95853499999976,234.95853499999976,234.95853499999976,234.95853499999976,235.7706791999999,2,1,0.8014509999998154,0.0010127000000466069,235.77101259999972,235.7875024,235.7875024,235.7875024,235.7875024,235.7875024,235.7875024,235.7875024,236.0545135999996,236.054529,236.07118019999962,243.7708187999997,243.75437729999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Fragile,5.7,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,243.7708187999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.75462029999971,243.7708187999997,243.7708187999997,243.9386513999998,5,0.16292620000012903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.93906979999974,243.95931979999978,243.95931979999978,243.95931979999978,243.95931979999978,243.95931979999978,243.95931979999978,243.95931979999978,244.55451859999994,1,1,0.5849952000003213,0.0009433999998691434,244.55484719999959,244.5718766,244.5718766,244.5718766,244.5718766,244.5718766,244.5718766,244.5718766,244.8377544,244.83777059999966,244.85452989999976,250.55479689999993,250.53813589999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00008_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,250.55479689999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.53852599999982,250.55479689999993,250.55479689999993,250.93761099999983,5,0.3781460000000152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.9378284999998,250.95438169999989,250.95438169999989,250.95438169999989,250.95438169999989,250.95438169999989,250.95438169999989,250.95438169999989,251.88763840000001,2,1,0.9188357000002725,0.0011024000000361411,251.88795589999972,251.90382359999967,251.90382359999967,251.90382359999967,251.90382359999967,251.90382359999967,251.90382359999967,251.90382359999967,252.18783749999966,252.18785059999982,252.204115,258.9047208999996,258.8883036999996,252.204115,252.204115,252.204115,252.204115,252.204115,252.204115,252.204115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW008_Run1,RBDCW008_Run1,2024-04-12_16h16.02.424,IAT_test,2023.2.2,60.039433900124266,2024-04-12 16h16.09.221822 -0400,
