ImageLeft_ji,ImageRight_ji,ImageCentre_ji,CorrAns,TextLeft_jwsw,TextRight_jwsw,TextCentre_jwsw,Answer,ImageLeft_wisw,ImageRight_wisw,ImageCentre_wisw,TextLeft_wisw,TextRight_wisw,TextCentre_wisw,ITI,TextLeft_jwws,TextRight_jwws,TextCentre_jwws,ImageLeft_wiws,ImageRight_wiws,ImageCentre_wiws,TextLeft_wiws,TextRight_wiws,TextCentre_wiws,ImagesDiscarded.thisRepN,ImagesDiscarded.thisTrialN,ImagesDiscarded.thisN,ImagesDiscarded.thisIndex,ji.thisRepN,ji.thisTrialN,ji.thisN,ji.thisIndex,jwsw.thisRepN,jwsw.thisTrialN,jwsw.thisN,jwsw.thisIndex,wisw.thisRepN,wisw.thisTrialN,wisw.thisN,wisw.thisIndex,jwws.thisRepN,jwws.thisTrialN,jwws.thisN,jwws.thisIndex,wiws.thisRepN,wiws.thisTrialN,wiws.thisN,wiws.thisIndex,thisRow.t,notes,Waiting_for_Scanner_Discard.started,SyncPulse_Discard.started,text_3.started,Waiting_for_Scanner_Discard.stopped,SyncPulse_Discard.keys,SyncPulse_Discard.rt,SyncPulse_Discard.duration,W4S_Baseline.started,SyncPulse_Baseline.started,fix_baseline.started,W4S_Baseline.stopped,SyncPulse_Baseline.keys,SyncPulse_Baseline.rt,SyncPulse_Baseline.duration,Baseline_Fixation.started,Baseline.started,Baseline.stopped,Baseline_Fixation.stopped,Description.started,text_2.started,Progress.started,Description.stopped,Progress.keys,Progress.rt,Progress.duration,Trial_prep.started,prep_spacebar.started,prep_points.started,text_prep.started,image_left_prep.started,image_right_prep.started,key_resp_prep.started,Trial_prep.stopped,key_resp_prep.keys,key_resp_prep.rt,key_resp_prep.duration,Fixation_Start.started,Fixation_start.started,Fixation_start.stopped,Fixation_Start.stopped,W4S_Trial.started,SyncPulse_Trial.started,fix_Trial.started,W4S_Trial.stopped,SyncPulse_Trial.keys,SyncPulse_Trial.rt,SyncPulse_Trial.duration,just_images.started,image_left_ji.started,image_right_ji.started,image_center_ji.started,key_resp_ji.started,just_images.stopped,key_resp_ji.keys,key_resp_ji.corr,key_resp_ji.rt,key_resp_ji.duration,feedback_ji.started,image_left_ji_2.started,image_right_ji_2.started,image_center_ji_fb.started,feedback_image_2.started,feedback_ji.stopped,fixation_practice.started,text.started,text.stopped,fixation_practice.stopped,prep_jwsw.started,prep_spacebar_jwsw.started,prep_points_2.started,text_prep_2.started,text_left_sw_2.started,text_right_sw_2.started,key_resp_prep_2.started,prep_jwsw.stopped,key_resp_prep_2.keys,key_resp_prep_2.rt,key_resp_prep_2.duration,just_words_sw.started,key_resp_jwsw.started,text_left_sw.started,text_right_sw.started,text_middle_sw.started,just_words_sw.stopped,key_resp_jwsw.keys,key_resp_jwsw.corr,key_resp_jwsw.rt,key_resp_jwsw.duration,feedback_2.started,text_left_sw_3.started,text_right_sw_3.started,text_middle_sw_3.started,feedback_image2.started,text_left_sw_3.stopped,text_right_sw_3.stopped,text_middle_sw_3.stopped,feedback_image2.stopped,feedback_2.stopped,prep_wisw.started,prep_spacebar_2.started,prep_points_3.started,text_prep_3.started,image_left_sw_2.started,image_right_sw_2.started,under_image_left_2.started,under_image_right_2.started,key_resp_prep_3.started,prep_wisw.stopped,key_resp_prep_3.keys,key_resp_prep_3.rt,key_resp_prep_3.duration,words_images_sw.started,key_resp_wisw.started,image_left_sw.started,image_right_sw.started,under_image_left.started,under_image_right.started,image_stim_wisw.started,word_stim_wisw.started,words_images_sw.stopped,key_resp_wisw.keys,key_resp_wisw.corr,key_resp_wisw.rt,key_resp_wisw.duration,feedback_5.started,image_left_sw_8.started,image_right_sw_8.started,under_image_left_8.started,under_image_right_8.started,center_image_wisw_fb.started,center_word_wisw_fb.started,image_wisw_fb.started,feedback_5.stopped,ITI_Interval.started,fixation_point.started,fixation_point.stopped,ITI_Interval.stopped,image_left_sw_8.stopped,image_right_sw_8.stopped,under_image_left_8.stopped,under_image_right_8.stopped,center_image_wisw_fb.stopped,center_word_wisw_fb.stopped,image_wisw_fb.stopped,prep_jwws.started,prep_spacebar_4.started,prep_points_4.started,text_prep_4.started,text_left_ws_2.started,text_right_ws_2.started,key_resp_prep_4.started,prep_jwws.stopped,key_resp_prep_4.keys,key_resp_prep_4.rt,key_resp_prep_4.duration,just_words_ws.started,key_resp_jwws.started,text_left_ws.started,text_right_ws.started,text_middle_ws.started,just_words_ws.stopped,key_resp_jwws.keys,key_resp_jwws.corr,key_resp_jwws.rt,key_resp_jwws.duration,feedback_4.started,text_left_ws_3.started,text_right_ws_3.started,text_middle_jwws_fb.started,image_jwws_fb.started,feedback_4.stopped,text_left_ws_3.stopped,text_right_ws_3.stopped,text_middle_jwws_fb.stopped,image_jwws_fb.stopped,prep_wiws.started,prep_spacebar_3.started,prep_points_5.started,text_prep_5.started,image_left_sw_3.started,image_right_sw_3.started,under_image_left_3.started,under_image_right_3.started,key_resp_prep_5.started,prep_wiws.stopped,key_resp_prep_5.keys,key_resp_prep_5.rt,key_resp_prep_5.duration,words_images_ws.started,key_resp_wiws.started,image_left_ws.started,image_right_ws.started,under_image_left_ws.started,under_image_right_ws.started,image_center_ws.started,text_center_ws.started,words_images_ws.stopped,key_resp_wiws.keys,key_resp_wiws.corr,key_resp_wiws.rt,key_resp_wiws.duration,feedback_8.started,image_left_ws_2.started,image_right_ws_2.started,under_image_left_ws_2.started,under_image_right_ws_2.started,image_center_wiws_fb.started,text_center_wiws_feedback.started,image_wiws_fb.started,feedback_8.stopped,image_left_ws_2.stopped,image_right_ws_2.stopped,under_image_left_ws_2.stopped,under_image_right_ws_2.stopped,image_center_wiws_fb.stopped,text_center_wiws_feedback.stopped,image_wiws_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00001_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,260.59233280003536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.57645090005826,260.59233280003536,260.59233280003536,262.5763050999958,5,1.9768360999878496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.5767318001017,262.5934416000964,262.5934416000964,262.5934416000964,262.5934416000964,262.5934416000964,262.5934416000964,262.5934416000964,263.4254002000671,2,1,0.8265105000464246,0.000980100012384355,263.42572190007195,263.4419484999962,263.4419484999962,263.4419484999962,263.4419484999962,263.4419484999962,263.4419484999962,263.4419484999962,263.72553320007864,263.7255473000696,263.74203190009575,270.4423461999977,270.42589650000446,263.74203190009575,263.74203190009575,263.74203190009575,263.74203190009575,263.74203190009575,263.74203190009575,263.74203190009575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Delicate,6.7,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,270.4423461999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.4262571000727,270.4423461999977,270.4423461999977,270.5760268000886,5,0.127024200046435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.5764309000224,270.6085316000972,270.6085316000972,270.6085316000972,270.6085316000972,270.6085316000972,270.6085316000972,270.6085316000972,271.2922043000581,1,1,0.6747463999781758,0.0008066999725997448,271.29252020001877,271.3181257999968,271.3181257999968,271.3181257999968,271.3181257999968,271.3181257999968,271.3181257999968,271.3181257999968,271.59207700006664,271.59209140005987,271.6085504000075,278.30908240005374,278.29263310006354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Feeble,5.7,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,278.30908240005374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.2930101000238,278.30908240005374,278.30908240005374,278.575940300012,5,0.25990840001031756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5763087000232,278.5945487000281,278.5945487000281,278.5945487000281,278.5945487000281,278.5945487000281,278.5945487000281,278.5945487000281,279.30792230006773,1,1,0.7023065000539646,0.001274899928830564,279.30827200005297,279.32482169999275,279.32482169999275,279.32482169999275,279.32482169999275,279.32482169999275,279.32482169999275,279.32482169999275,279.59203840000555,279.5920530000003,279.60860160004813,285.3089456000598,285.29248380009085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Burly,6.7,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,285.3089456000598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.2928591000382,285.3089456000598,285.3089456000598,285.57586129999254,5,0.26045639999210835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.57628040004056,285.59628570009954,285.59628570009954,285.59628570009954,285.59628570009954,285.59628570009954,285.59628570009954,285.59628570009954,286.35781970003154,2,1,0.7506119000026956,0.001171099953353405,286.3581655001035,286.37450780009385,286.37450780009385,286.37450780009385,286.37450780009385,286.37450780009385,286.37450780009385,286.37450780009385,286.64198170008603,286.6419968000846,286.6585850000847,293.3592404000228,293.34283169999253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wf00006_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,293.3592404000228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.34331080003176,293.3592404000228,293.3592404000228,293.5760314000072,5,0.21014099998865277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.576498700073,293.5967614999972,293.5967614999972,293.5967614999972,293.5967614999972,293.5967614999972,293.5967614999972,293.5967614999972,295.0757386999903,1,1,1.464094200055115,0.0009573999559506774,295.0761395000154,295.09501610009465,295.09501610009465,295.09501610009465,295.09501610009465,295.09501610009465,295.09501610009465,295.09501610009465,295.3753312000772,295.3753480000887,295.39187690010294,302.09303450002335,302.0764870001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00002_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,302.09303450002335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.07708970003296,302.09303450002335,302.09303450002335,302.57604730001185,5,0.4763919999822974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.57647369999904,302.59222570003476,302.59222570003476,302.59222570003476,302.59222570003476,302.59222570003476,302.59222570003476,302.59222570003476,303.34227640007157,2,1,0.7437506000278518,0.001167600043118,303.34267899999395,303.358377900091,303.358377900091,303.358377900091,303.358377900091,303.358377900091,303.358377900091,303.358377900091,303.6253050999949,303.6253221000079,303.64182330004405,310.342098299996,310.32532000006177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Frail,5.7,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,310.342098299996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3256889000768,310.342098299996,310.342098299996,310.60935340006836,5,0.2539622000185773,0.0010831999825313687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.60977440001443,310.6404175000498,310.6404175000498,310.6404175000498,310.6404175000498,310.6404175000498,310.6404175000498,310.6404175000498,311.30832070007455,1,1,0.6594523000530899,0.0010595000348985195,311.3086380000459,311.3351838000817,311.3351838000817,311.3351838000817,311.3351838000817,311.3351838000817,311.3351838000817,311.3351838000817,311.6084561001044,311.6084717999911,311.62512770004105,317.325368000078,317.3089268000331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Skinny,8.7,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,317.325368000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.30928420007695,317.325368000078,317.325368000078,317.5758187000174,5,0.24370160000398755,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.57622170005925,317.59540310001466,317.59540310001466,317.59540310001466,317.59540310001466,317.59540310001466,317.59540310001466,317.59540310001466,318.34166999999434,1,1,0.732490900089033,0.0011658999137580395,318.34198440006,318.3577111000195,318.3577111000195,318.3577111000195,318.3577111000195,318.3577111000195,318.3577111000195,318.3577111000195,318.6248826000374,318.62489790003747,318.6416923000943,327.34203060006257,327.32566800003406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Tough,5.7,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,327.34203060006257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.3260368000483,327.34203060006257,327.34203060006257,327.57661620003637,5,0.22724129993002862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.57721570006106,327.6006657000398,327.6006657000398,327.6006657000398,327.6006657000398,327.6006657000398,327.6006657000398,327.6006657000398,328.30796420003753,2,1,0.6953575999941677,0.0008029000600799918,328.30837970005814,328.3264593000058,328.3264593000058,328.3264593000058,328.3264593000058,328.3264593000058,328.3264593000058,328.3264593000058,328.59163120004814,328.59164570004214,328.607996600098,334.3088299999945,334.2924956000643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Muscly,5.7,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,334.3088299999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.29291900002863,334.3088299999945,334.3088299999945,334.57578010007273,5,0.2603655999992043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.57620000001043,334.596441200003,334.596441200003,334.596441200003,334.596441200003,334.596441200003,334.596441200003,334.596441200003,335.32494750001933,2,1,0.7214894000208005,0.0014034999767318368,335.3252681000158,335.34125350008253,335.34125350008253,335.34125350008253,335.34125350008253,335.34125350008253,335.34125350008253,335.34125350008253,335.6248680000426,335.62488110002596,335.64127720007673,341.3417201000266,341.32545820006635,335.64127720007673,335.64127720007673,335.64127720007673,335.64127720007673,335.64127720007673,335.64127720007673,335.64127720007673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/af00009_fg.png,Strong,Weak, ,6.7,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,341.3417201000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.32583390001673,341.3417201000266,341.3417201000266,341.57552549999673,5,0.22737670002970845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.575898900046,341.59335770003963,341.59335770003963,341.59335770003963,341.59335770003963,341.59335770003963,341.59335770003963,341.59335770003963,342.2251402999973,2,1,0.6249938000692055,0.0008399999933317304,342.2254626000067,342.25782840000466,342.25782840000466,342.25782840000466,342.25782840000466,342.25782840000466,342.25782840000466,342.25782840000466,342.5250031000469,342.52501850004774,342.5415450000437,349.2416703000199,349.22513030003756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Strength,6.7,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,349.2416703000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.22546820004936,349.2416703000199,349.2416703000199,349.57573840010446,5,0.32775820000097156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.57616090006195,349.6081580000464,349.6081580000464,349.6081580000464,349.6081580000464,349.6081580000464,349.6081580000464,349.6081580000464,350.17416440008674,2,1,0.5547802000073716,0.0013902999926358461,350.17450040008407,350.19812190008815,350.19812190008815,350.19812190008815,350.19812190008815,350.19812190008815,350.19812190008815,350.19812190008815,350.4581304000458,350.45814490003977,350.4746640000958,357.1749406000599,357.15864979999606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Solid,6.7,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,357.1749406000599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1590132000856,357.1749406000599,357.1749406000599,357.5755734000122,5,0.39433669997379184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.5759755000472,357.59638530004304,357.59638530004304,357.59638530004304,357.59638530004304,357.59638530004304,357.59638530004304,357.59638530004304,358.2416525000008,2,1,0.6336253000190482,0.0008796999463811517,358.24196950008627,358.25839530001394,358.25839530001394,358.25839530001394,358.25839530001394,358.25839530001394,358.25839530001394,358.25839530001394,358.5246302000014,358.5246455000015,358.5414456001017,365.24162179999985,365.22524930001236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/blank.png,Strong,Weak,Sedentary,7.7,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,365.24162179999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.22561050008517,365.24162179999985,365.24162179999985,365.60914200008847,5,0.35482900007627904,0.0009630999993532896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.6095631000353,365.6291841000784,365.6291841000784,365.6291841000784,365.6291841000784,365.6291841000784,365.6291841000784,365.6291841000784,366.35818580002524,1,1,0.7252491000108421,0.0007877999451011419,366.35844139999244,366.37442560005,366.37442560005,366.37442560005,366.37442560005,366.37442560005,366.37442560005,366.37442560005,366.6581721000839,366.6581848000642,366.6744885999942,374.3750910999952,374.3586063000839,366.6744885999942,366.6744885999942,366.6744885999942,366.6744885999942,366.6744885999942,366.6744885999942,366.6744885999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,af00009_fg.png,wf00009_fg.png,IAT_image/wm00012_fg.png,Strong,Weak, ,5.7,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,374.3750910999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.3589779000031,374.3750910999952,374.3750910999952,374.57538520009257,5,0.19397199992090464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.57575340010226,374.5930057000369,374.5930057000369,374.5930057000369,374.5930057000369,374.5930057000369,374.5930057000369,374.5930057000369,375.2575908000581,1,1,0.6519122000318021,0.0010080999927595258,375.25794230005704,375.27428030001465,375.27428030001465,375.27428030001465,375.27428030001465,375.27428030001465,375.27428030001465,375.27428030001465,375.5413227000972,375.54133710009046,375.5578704000218,381.2583250000607,381.2417829000624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,2,,,,left,af00009_fg.png,wf00009_fg.png,IAT_image/am00011_fg.png,Strong,Weak, ,7.7,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,381.2583250000607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.2421852000989,381.2583250000607,381.2583250000607,381.5751473000273,5,0.3109078999841586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.5755505000707,381.5910787000321,381.5910787000321,381.5910787000321,381.5910787000321,381.5910787000321,381.5910787000321,381.5910787000321,382.59162570000626,2,1,0.9848219000268728,0.0010099000064656138,382.5919413000811,382.6071569999913,382.6071569999913,382.6071569999913,382.6071569999913,382.6071569999913,382.6071569999913,382.6071569999913,382.8745972000761,382.8746127000777,382.8910641000839,390.5970510999905,390.57523780001793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.5753160000313,390.5970510999905,390.5970510999905,390.5970510999905,390.5970510999905,390.5970510999905,390.5970510999905,396.3071922000963,1,5.706266100052744,0.00104010000359267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
,,,1,,,,right,,,,,,,,Weak,Strong,Athletic,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11,,,,,396.3244284000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3193997000344,396.3244284000248,396.3244284000248,396.57542270002887,5,0.24596440000459552,None,,,,,,,,,,,,,,,,,397.8746924001025,397.89121430006344,,398.8750226000557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.5760638000211,396.59161250002217,396.59161250002217,396.59161250002217,396.59161250002217,397.5913547000382,1,1,0.9888795000733808,0.0,397.59171940002125,397.6072058000136,397.6072058000136,397.6072058000136,397.6072058000136,397.8746743000811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RBDCW002_Run1,RBDCW002_Run1,2024-03-27_10h14.32.507,IAT_test,2023.2.2,59.98249712768588,2024-03-27 10h14.40.587924 -0400,
