Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9ku2,Randomise questionnaire elements?,Question Key,Response
15,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF4,6
16,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF5,6
17,1.67407E+12,18/01/2023 20:33:59,1.67407E+12,-5,18/01/2023 15:33:59,110083,9,questionnaire-fldq,,26470248,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,END QUESTIONNAIRE,20057
1,1.67407E+12,18/01/2023 20:34:19,1.67407E+12,-5,18/01/2023 15:34:18,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE1,5
3,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE2,5
4,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE3,6
5,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE4,5
6,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE5,5
7,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE6,5
8,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE7,3
9,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE8,6
10,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE9,5
11,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEE10,5
12,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF1,5
13,1.67407E+12,18/01/2023 20:34:41,1.67407E+12,-5,18/01/2023 15:34:41,110083,9,questionnaire-fldq,,26470283,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,Socioenvironmental Concept Interaction,4,NonBlackIdentity,No,SEF2,5
